checklist_id,global_unique_identifier,last_edited_date,taxonomic_order,category,taxon_concept_id,common_name,scientific_name,exotic_code,observation_count,breeding_code,breeding_category,behavior_code,age_sex,country,country_code,state,state_code,county,county_code,iba_code,bcr_code,usfws_code,atlas_block,locality,locality_id,locality_type,latitude,longitude,observation_date,time_observations_started,observer_id,sampling_event_identifier,protocol_type,protocol_code,project_code,duration_minutes,effort_distance_km,effort_area_ha,number_observers,all_species_reported,group_identifier,has_media,approved,reviewed,reason,trip_comments,species_comments,site,point_count_timestamp,timestamp_deployed,timestamp_collected
S112931289,URN:CornellLabOfOrnithology:EBIRD:OBS1459294775,2022-06-14 13:24:14.259875,20908,species,avibase-151C2B3F,California Scrub-Jay,Aphelocoma californica,NA,4,NA,NA,NA,NA,United States,US,California,US-CA,Santa Barbara,US-CA-083,NA,32,NA,NA,"93460, Santa Ynez US-CA 34.68594, -120.03495",L19639031,P,34.685939000000005,-120.034952,2022-06-14,09:21:00,obsr2922158,S112931289,Stationary,P21,EBIRD,5,NA,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,C; 54m & 59.4m,SR-13,2022-06-14T16:21:49Z,2022-06-14T16:19:47Z,2022-06-16T17:28:42Z
S112931289,URN:CornellLabOfOrnithology:EBIRD:OBS1459294774,2022-06-14 13:24:14.259875,21761,species,avibase-715D4DDE,Oak Titmouse,Baeolophus inornatus,NA,1,NA,NA,NA,NA,United States,US,California,US-CA,Santa Barbara,US-CA-083,NA,32,NA,NA,"93460, Santa Ynez US-CA 34.68594, -120.03495",L19639031,P,34.685939000000005,-120.034952,2022-06-14,09:21:00,obsr2922158,S112931289,Stationary,P21,EBIRD,5,NA,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,C; 20m,SR-13,2022-06-14T16:21:49Z,2022-06-14T16:19:47Z,2022-06-16T17:28:42Z
S112931289,URN:CornellLabOfOrnithology:EBIRD:OBS1459294779,2022-06-14 13:24:14.259875,1045,species,avibase-F93AC929,California Quail,Callipepla californica,NA,1,NA,NA,NA,NA,United States,US,California,US-CA,Santa Barbara,US-CA-083,NA,32,NA,NA,"93460, Santa Ynez US-CA 34.68594, -120.03495",L19639031,P,34.685939000000005,-120.034952,2022-06-14,09:21:00,obsr2922158,S112931289,Stationary,P21,EBIRD,5,NA,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,C; Distant,SR-13,2022-06-14T16:21:49Z,2022-06-14T16:19:47Z,2022-06-16T17:28:42Z
S112931289,URN:CornellLabOfOrnithology:EBIRD:OBS1459294780,2022-06-14 13:24:14.259875,11791,species,avibase-20C2214E,American Kestrel,Falco sparverius,NA,1,NA,NA,NA,NA,United States,US,California,US-CA,Santa Barbara,US-CA-083,NA,32,NA,NA,"93460, Santa Ynez US-CA 34.68594, -120.03495",L19639031,P,34.685939000000005,-120.034952,2022-06-14,09:21:00,obsr2922158,S112931289,Stationary,P21,EBIRD,5,NA,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,C; Distant,SR-13,2022-06-14T16:21:49Z,2022-06-14T16:19:47Z,2022-06-16T17:28:42Z
S112931289,URN:CornellLabOfOrnithology:EBIRD:OBS1459294776,2022-06-14 13:24:14.259875,31790,species,avibase-89431E9F,House Finch,Haemorhous mexicanus,NA,1,NA,NA,NA,NA,United States,US,California,US-CA,Santa Barbara,US-CA-083,NA,32,NA,NA,"93460, Santa Ynez US-CA 34.68594, -120.03495",L19639031,P,34.685939000000005,-120.034952,2022-06-14,09:21:00,obsr2922158,S112931289,Stationary,P21,EBIRD,5,NA,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,S;C; 30.8,SR-13,2022-06-14T16:21:49Z,2022-06-14T16:19:47Z,2022-06-16T17:28:42Z
S112931289,URN:CornellLabOfOrnithology:EBIRD:OBS1459294773,2022-06-14 13:24:14.259875,10927,species,avibase-7E327303,Acorn Woodpecker,Melanerpes formicivorus,NA,4,NA,NA,NA,NA,United States,US,California,US-CA,Santa Barbara,US-CA-083,NA,32,NA,NA,"93460, Santa Ynez US-CA 34.68594, -120.03495",L19639031,P,34.685939000000005,-120.034952,2022-06-14,09:21:00,obsr2922158,S112931289,Stationary,P21,EBIRD,5,NA,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,C&V; 75.9 m,SR-13,2022-06-14T16:21:49Z,2022-06-14T16:19:47Z,2022-06-16T17:28:42Z
S112931289,URN:CornellLabOfOrnithology:EBIRD:OBS1459294778,2022-06-14 13:24:14.259875,26436,species,avibase-19CCBBD2,White-breasted Nuthatch,Sitta carolinensis,NA,1,NA,NA,NA,NA,United States,US,California,US-CA,Santa Barbara,US-CA-083,NA,32,NA,NA,"93460, Santa Ynez US-CA 34.68594, -120.03495",L19639031,P,34.685939000000005,-120.034952,2022-06-14,09:21:00,obsr2922158,S112931289,Stationary,P21,EBIRD,5,NA,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,C; Distant,SR-13,2022-06-14T16:21:49Z,2022-06-14T16:19:47Z,2022-06-16T17:28:42Z
S112931289,URN:CornellLabOfOrnithology:EBIRD:OBS1459294777,2022-06-14 13:24:14.259875,2427,species,avibase-00124D98,Mourning Dove,Zenaida macroura,NA,2,NA,NA,NA,NA,United States,US,California,US-CA,Santa Barbara,US-CA-083,NA,32,NA,NA,"93460, Santa Ynez US-CA 34.68594, -120.03495",L19639031,P,34.685939000000005,-120.034952,2022-06-14,09:21:00,obsr2922158,S112931289,Stationary,P21,EBIRD,5,NA,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,S; Distant,SR-13,2022-06-14T16:21:49Z,2022-06-14T16:19:47Z,2022-06-16T17:28:42Z
S112934772,URN:CornellLabOfOrnithology:EBIRD:OBS1459327985,2022-06-17 11:53:32.061254,20908,species,avibase-151C2B3F,California Scrub-Jay,Aphelocoma californica,NA,2,NA,NA,NA,NA,United States,US,California,US-CA,Santa Barbara,US-CA-083,NA,32,NA,NA,"93460, Santa Ynez US-CA 34.68594, -120.03495",L19639031,P,34.685939000000005,-120.034952,2022-06-14,10:25:00,obsr2922158,S112934772,Stationary,P21,EBIRD,5,NA,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,C; 35m,SR-18,2022-06-14T17:25:43Z,2022-06-14T17:20:06Z,2022-06-16T16:47:07Z
S112934772,URN:CornellLabOfOrnithology:EBIRD:OBS1459327987,2022-06-17 11:53:32.061254,31790,species,avibase-89431E9F,House Finch,Haemorhous mexicanus,NA,1,NA,NA,NA,NA,United States,US,California,US-CA,Santa Barbara,US-CA-083,NA,32,NA,NA,"93460, Santa Ynez US-CA 34.68594, -120.03495",L19639031,P,34.685939000000005,-120.034952,2022-06-14,10:25:00,obsr2922158,S112934772,Stationary,P21,EBIRD,5,NA,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,C; Distant,SR-18,2022-06-14T17:25:43Z,2022-06-14T17:20:06Z,2022-06-16T16:47:07Z
S112934772,URN:CornellLabOfOrnithology:EBIRD:OBS1459327986,2022-06-17 11:53:32.061254,10927,species,avibase-7E327303,Acorn Woodpecker,Melanerpes formicivorus,NA,3,NA,NA,NA,NA,United States,US,California,US-CA,Santa Barbara,US-CA-083,NA,32,NA,NA,"93460, Santa Ynez US-CA 34.68594, -120.03495",L19639031,P,34.685939000000005,-120.034952,2022-06-14,10:25:00,obsr2922158,S112934772,Stationary,P21,EBIRD,5,NA,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,C; Distant,SR-18,2022-06-14T17:25:43Z,2022-06-14T17:20:06Z,2022-06-16T16:47:07Z
S112934772,URN:CornellLabOfOrnithology:EBIRD:OBS1459327982,2022-06-17 11:53:32.061254,32748,species,avibase-A5F09E05,Song Sparrow,Melospiza melodia,NA,1,NA,NA,NA,NA,United States,US,California,US-CA,Santa Barbara,US-CA-083,NA,32,NA,NA,"93460, Santa Ynez US-CA 34.68594, -120.03495",L19639031,P,34.685939000000005,-120.034952,2022-06-14,10:25:00,obsr2922158,S112934772,Stationary,P21,EBIRD,5,NA,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,S; 15m,SR-18,2022-06-14T17:25:43Z,2022-06-14T17:20:06Z,2022-06-16T16:47:07Z
S112934772,URN:CornellLabOfOrnithology:EBIRD:OBS1459327983,2022-06-17 11:53:32.061254,32821,species,avibase-B745D852,California Towhee,Melozone crissalis,NA,1,NA,NA,NA,NA,United States,US,California,US-CA,Santa Barbara,US-CA-083,NA,32,NA,NA,"93460, Santa Ynez US-CA 34.68594, -120.03495",L19639031,P,34.685939000000005,-120.034952,2022-06-14,10:25:00,obsr2922158,S112934772,Stationary,P21,EBIRD,5,NA,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,V;50m,SR-18,2022-06-14T17:25:43Z,2022-06-14T17:20:06Z,2022-06-16T16:47:07Z
S112934772,URN:CornellLabOfOrnithology:EBIRD:OBS1459327984,2022-06-17 11:53:32.061254,32087,species,avibase-CD5C21CA,Lesser Goldfinch,Spinus psaltria,NA,1,F ,C1,F ,NA,United States,US,California,US-CA,Santa Barbara,US-CA-083,NA,32,NA,NA,"93460, Santa Ynez US-CA 34.68594, -120.03495",L19639031,P,34.685939000000005,-120.034952,2022-06-14,10:25:00,obsr2922158,S112934772,Stationary,P21,EBIRD,5,NA,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,S;,SR-18,2022-06-14T17:25:43Z,2022-06-14T17:20:06Z,2022-06-16T16:47:07Z
S112946487,URN:CornellLabOfOrnithology:EBIRD:OBS1459432123,2022-06-14 16:31:24.458792,20908,species,avibase-151C2B3F,California Scrub-Jay,Aphelocoma californica,NA,1,NA,NA,NA,NA,United States,US,California,US-CA,Santa Barbara,US-CA-083,NA,32,NA,NA,"93460, Santa Ynez US-CA (34.6895,-120.0368)",L19642899,P,34.689542,-120.03678599999999,2022-06-13,10:53:00,obsr2357337,S112946487,Stationary,P21,EBIRD,5,NA,NA,1,FALSE,NA,FALSE,TRUE,FALSE,NA,NA,"Visual, 25m",SR-14,2022-06-13T17:53:51Z,2022-06-13T17:54:53Z,2022-06-16T17:38:22Z
S112946487,URN:CornellLabOfOrnithology:EBIRD:OBS1459432121,2022-06-14 16:31:24.456989,8312,species,avibase-536A5157,Red-tailed Hawk,Buteo jamaicensis,NA,1,F ,C1,F ,NA,United States,US,California,US-CA,Santa Barbara,US-CA-083,NA,32,NA,NA,"93460, Santa Ynez US-CA (34.6895,-120.0368)",L19642899,P,34.689542,-120.03678599999999,2022-06-13,10:53:00,obsr2357337,S112946487,Stationary,P21,EBIRD,5,NA,NA,1,FALSE,NA,FALSE,TRUE,FALSE,NA,NA,"C, distant",SR-14,2022-06-13T17:53:51Z,2022-06-13T17:54:53Z,2022-06-16T17:38:22Z
S112946487,URN:CornellLabOfOrnithology:EBIRD:OBS1459432120,2022-06-14 16:31:24.455783,31790,species,avibase-89431E9F,House Finch,Haemorhous mexicanus,NA,4,NA,NA,NA,NA,United States,US,California,US-CA,Santa Barbara,US-CA-083,NA,32,NA,NA,"93460, Santa Ynez US-CA (34.6895,-120.0368)",L19642899,P,34.689542,-120.03678599999999,2022-06-13,10:53:00,obsr2357337,S112946487,Stationary,P21,EBIRD,5,NA,NA,1,FALSE,NA,FALSE,TRUE,FALSE,NA,NA,"S, distant",SR-14,2022-06-13T17:53:51Z,2022-06-13T17:54:53Z,2022-06-16T17:38:22Z
S112946487,URN:CornellLabOfOrnithology:EBIRD:OBS1459432126,2022-06-14 16:31:24.461726,10927,species,avibase-7E327303,Acorn Woodpecker,Melanerpes formicivorus,NA,3,NA,NA,NA,NA,United States,US,California,US-CA,Santa Barbara,US-CA-083,NA,32,NA,NA,"93460, Santa Ynez US-CA (34.6895,-120.0368)",L19642899,P,34.689542,-120.03678599999999,2022-06-13,10:53:00,obsr2357337,S112946487,Stationary,P21,EBIRD,5,NA,NA,1,FALSE,NA,FALSE,TRUE,FALSE,NA,NA,"C, distant",SR-14,2022-06-13T17:53:51Z,2022-06-13T17:54:53Z,2022-06-16T17:38:22Z
S112946487,URN:CornellLabOfOrnithology:EBIRD:OBS1459432124,2022-06-14 16:31:24.459648,26436,species,avibase-19CCBBD2,White-breasted Nuthatch,Sitta carolinensis,NA,1,NA,NA,NA,NA,United States,US,California,US-CA,Santa Barbara,US-CA-083,NA,32,NA,NA,"93460, Santa Ynez US-CA (34.6895,-120.0368)",L19642899,P,34.689542,-120.03678599999999,2022-06-13,10:53:00,obsr2357337,S112946487,Stationary,P21,EBIRD,5,NA,NA,1,FALSE,NA,FALSE,TRUE,FALSE,NA,NA,"C, distant",SR-14,2022-06-13T17:53:51Z,2022-06-13T17:54:53Z,2022-06-16T17:38:22Z
S112946487,URN:CornellLabOfOrnithology:EBIRD:OBS1459432122,2022-06-14 16:31:24.457963,2051,species,avibase-0C1EFC9B,Eurasian Collared-Dove,Streptopelia decaocto,N,1,NA,NA,NA,NA,United States,US,California,US-CA,Santa Barbara,US-CA-083,NA,32,NA,NA,"93460, Santa Ynez US-CA (34.6895,-120.0368)",L19642899,P,34.689542,-120.03678599999999,2022-06-13,10:53:00,obsr2357337,S112946487,Stationary,P21,EBIRD,5,NA,NA,1,FALSE,NA,FALSE,TRUE,FALSE,NA,NA,"S, distant",SR-14,2022-06-13T17:53:51Z,2022-06-13T17:54:53Z,2022-06-16T17:38:22Z
S112946487,URN:CornellLabOfOrnithology:EBIRD:OBS1459432127,2022-06-14 16:31:24.462599,17152,species,avibase-2281F1C7,Western Kingbird,Tyrannus verticalis,NA,1,T ,C3,T ,NA,United States,US,California,US-CA,Santa Barbara,US-CA-083,NA,32,NA,NA,"93460, Santa Ynez US-CA (34.6895,-120.0368)",L19642899,P,34.689542,-120.03678599999999,2022-06-13,10:53:00,obsr2357337,S112946487,Stationary,P21,EBIRD,5,NA,NA,1,FALSE,NA,FALSE,TRUE,FALSE,NA,NA,"C, distant",SR-14,2022-06-13T17:53:51Z,2022-06-13T17:54:53Z,2022-06-16T17:38:22Z
S112946487,URN:CornellLabOfOrnithology:EBIRD:OBS1459432125,2022-06-14 16:31:24.460881,2427,species,avibase-00124D98,Mourning Dove,Zenaida macroura,NA,2,NA,NA,NA,NA,United States,US,California,US-CA,Santa Barbara,US-CA-083,NA,32,NA,NA,"93460, Santa Ynez US-CA (34.6895,-120.0368)",L19642899,P,34.689542,-120.03678599999999,2022-06-13,10:53:00,obsr2357337,S112946487,Stationary,P21,EBIRD,5,NA,NA,1,FALSE,NA,FALSE,TRUE,FALSE,NA,NA,"S, distant",SR-14,2022-06-13T17:53:51Z,2022-06-13T17:54:53Z,2022-06-16T17:38:22Z
S112946559,URN:CornellLabOfOrnithology:EBIRD:OBS1459430975,2022-06-14 16:32:25.855406,20908,species,avibase-151C2B3F,California Scrub-Jay,Aphelocoma californica,NA,1,NA,NA,NA,NA,United States,US,California,US-CA,Santa Barbara,US-CA-083,NA,32,NA,NA,"93460, Santa Ynez US-CA (34.6870,-120.0361)",L19642918,P,34.686988,-120.036101,2022-06-13,09:48:00,obsr2357337,S112946559,Stationary,P21,EBIRD,5,NA,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,47.9 m,SR-12,2022-06-13T16:48:32Z,2022-06-13T16:23:16Z,2022-06-16T17:48:34Z
S112946559,URN:CornellLabOfOrnithology:EBIRD:OBS1459430971,2022-06-14 16:32:25.851598,1045,species,avibase-F93AC929,California Quail,Callipepla californica,NA,1,NA,NA,NA,NA,United States,US,California,US-CA,Santa Barbara,US-CA-083,NA,32,NA,NA,"93460, Santa Ynez US-CA (34.6870,-120.0361)",L19642918,P,34.686988,-120.036101,2022-06-13,09:48:00,obsr2357337,S112946559,Stationary,P21,EBIRD,5,NA,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,"C, distant",SR-12,2022-06-13T16:48:32Z,2022-06-13T16:23:16Z,2022-06-16T17:48:34Z
S112946559,URN:CornellLabOfOrnithology:EBIRD:OBS1459430977,2022-06-14 16:32:25.857087,7624,species,avibase-36B3872D,Turkey Vulture,Cathartes aura,NA,3,F ,C1,F ,NA,United States,US,California,US-CA,Santa Barbara,US-CA-083,NA,32,NA,NA,"93460, Santa Ynez US-CA (34.6870,-120.0361)",L19642918,P,34.686988,-120.036101,2022-06-13,09:48:00,obsr2357337,S112946559,Stationary,P21,EBIRD,5,NA,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,Distant,SR-12,2022-06-13T16:48:32Z,2022-06-13T16:23:16Z,2022-06-16T17:48:34Z
S112946559,URN:CornellLabOfOrnithology:EBIRD:OBS1459430974,2022-06-14 16:32:25.854188,11185,species,avibase-FA087E52,Nuttall's Woodpecker,Dryobates nuttallii,NA,1,NA,NA,NA,NA,United States,US,California,US-CA,Santa Barbara,US-CA-083,NA,32,NA,NA,"93460, Santa Ynez US-CA (34.6870,-120.0361)",L19642918,P,34.686988,-120.036101,2022-06-13,09:48:00,obsr2357337,S112946559,Stationary,P21,EBIRD,5,NA,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,"C, distant",SR-12,2022-06-13T16:48:32Z,2022-06-13T16:23:16Z,2022-06-16T17:48:34Z
S112946559,URN:CornellLabOfOrnithology:EBIRD:OBS1459430972,2022-06-14 16:32:25.852414,31790,species,avibase-89431E9F,House Finch,Haemorhous mexicanus,NA,1,NA,NA,NA,NA,United States,US,California,US-CA,Santa Barbara,US-CA-083,NA,32,NA,NA,"93460, Santa Ynez US-CA (34.6870,-120.0361)",L19642918,P,34.686988,-120.036101,2022-06-13,09:48:00,obsr2357337,S112946559,Stationary,P21,EBIRD,5,NA,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,"S, 30 m",SR-12,2022-06-13T16:48:32Z,2022-06-13T16:23:16Z,2022-06-16T17:48:34Z
S112946559,URN:CornellLabOfOrnithology:EBIRD:OBS1459430973,2022-06-14 16:32:25.853355,10927,species,avibase-7E327303,Acorn Woodpecker,Melanerpes formicivorus,NA,3,NA,NA,NA,NA,United States,US,California,US-CA,Santa Barbara,US-CA-083,NA,32,NA,NA,"93460, Santa Ynez US-CA (34.6870,-120.0361)",L19642918,P,34.686988,-120.036101,2022-06-13,09:48:00,obsr2357337,S112946559,Stationary,P21,EBIRD,5,NA,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,Distant,SR-12,2022-06-13T16:48:32Z,2022-06-13T16:23:16Z,2022-06-16T17:48:34Z
S112946559,URN:CornellLabOfOrnithology:EBIRD:OBS1459430970,2022-06-14 16:32:25.84994,32821,species,avibase-B745D852,California Towhee,Melozone crissalis,NA,2,NA,NA,NA,NA,United States,US,California,US-CA,Santa Barbara,US-CA-083,NA,32,NA,NA,"93460, Santa Ynez US-CA (34.6870,-120.0361)",L19642918,P,34.686988,-120.036101,2022-06-13,09:48:00,obsr2357337,S112946559,Stationary,P21,EBIRD,5,NA,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,"S, distant",SR-12,2022-06-13T16:48:32Z,2022-06-13T16:23:16Z,2022-06-16T17:48:34Z
S112946559,URN:CornellLabOfOrnithology:EBIRD:OBS1459430968,2022-06-14 16:32:25.84769,26436,species,avibase-19CCBBD2,White-breasted Nuthatch,Sitta carolinensis,NA,1,NA,NA,NA,NA,United States,US,California,US-CA,Santa Barbara,US-CA-083,NA,32,NA,NA,"93460, Santa Ynez US-CA (34.6870,-120.0361)",L19642918,P,34.686988,-120.036101,2022-06-13,09:48:00,obsr2357337,S112946559,Stationary,P21,EBIRD,5,NA,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,29.1 m,SR-12,2022-06-13T16:48:32Z,2022-06-13T16:23:16Z,2022-06-16T17:48:34Z
S112946559,URN:CornellLabOfOrnithology:EBIRD:OBS1459430969,2022-06-14 16:32:25.849036,23659,species,avibase-75DC49AD,Violet-green Swallow,Tachycineta thalassina,NA,1,F ,C1,F ,NA,United States,US,California,US-CA,Santa Barbara,US-CA-083,NA,32,NA,NA,"93460, Santa Ynez US-CA (34.6870,-120.0361)",L19642918,P,34.686988,-120.036101,2022-06-13,09:48:00,obsr2357337,S112946559,Stationary,P21,EBIRD,5,NA,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA,SR-12,2022-06-13T16:48:32Z,2022-06-13T16:23:16Z,2022-06-16T17:48:34Z
S112946559,URN:CornellLabOfOrnithology:EBIRD:OBS1459430976,2022-06-14 16:32:25.856256,2427,species,avibase-00124D98,Mourning Dove,Zenaida macroura,NA,2,NA,NA,NA,NA,United States,US,California,US-CA,Santa Barbara,US-CA-083,NA,32,NA,NA,"93460, Santa Ynez US-CA (34.6870,-120.0361)",L19642918,P,34.686988,-120.036101,2022-06-13,09:48:00,obsr2357337,S112946559,Stationary,P21,EBIRD,5,NA,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,"S, C, distant",SR-12,2022-06-13T16:48:32Z,2022-06-13T16:23:16Z,2022-06-16T17:48:34Z
S112995399,URN:CornellLabOfOrnithology:EBIRD:OBS1459919727,2022-06-15 12:47:45.126359,21168,species,avibase-69544B59,American Crow,Corvus brachyrhynchos,NA,2,NA,NA,NA,NA,United States,US,California,US-CA,Santa Barbara,US-CA-083,NA,32,NA,NA,"93117, Goleta US-CA (34.4209,-119.8824)",L19654028,P,34.42089,-119.88239999999999,2022-06-15,09:01:00,obsr2357337,S112995399,Stationary,P21,EBIRD,5,NA,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,"Visual, distant",NCOS-01,2022-06-15T16:01:08Z,2022-06-15T15:55:44Z,2022-06-17T15:24:53Z
S112995399,URN:CornellLabOfOrnithology:EBIRD:OBS1459919730,2022-06-15 12:47:45.126359,33499,species,avibase-BA4C8A02,Common Yellowthroat,Geothlypis trichas,NA,1,NA,NA,NA,NA,United States,US,California,US-CA,Santa Barbara,US-CA-083,NA,32,NA,NA,"93117, Goleta US-CA (34.4209,-119.8824)",L19654028,P,34.42089,-119.88239999999999,2022-06-15,09:01:00,obsr2357337,S112995399,Stationary,P21,EBIRD,5,NA,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,"S, distant",NCOS-01,2022-06-15T16:01:08Z,2022-06-15T15:55:44Z,2022-06-17T15:24:53Z
S112995399,URN:CornellLabOfOrnithology:EBIRD:OBS1459919729,2022-06-15 12:47:45.126359,31790,species,avibase-89431E9F,House Finch,Haemorhous mexicanus,NA,2,NA,NA,NA,NA,United States,US,California,US-CA,Santa Barbara,US-CA-083,NA,32,NA,NA,"93117, Goleta US-CA (34.4209,-119.8824)",L19654028,P,34.42089,-119.88239999999999,2022-06-15,09:01:00,obsr2357337,S112995399,Stationary,P21,EBIRD,5,NA,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,"C, visual, 15 m",NCOS-01,2022-06-15T16:01:08Z,2022-06-15T15:55:44Z,2022-06-17T15:24:53Z
S112995399,URN:CornellLabOfOrnithology:EBIRD:OBS1459919726,2022-06-15 12:47:45.126359,32748,species,avibase-A5F09E05,Song Sparrow,Melospiza melodia,NA,1,NA,NA,NA,NA,United States,US,California,US-CA,Santa Barbara,US-CA-083,NA,32,NA,NA,"93117, Goleta US-CA (34.4209,-119.8824)",L19654028,P,34.42089,-119.88239999999999,2022-06-15,09:01:00,obsr2357337,S112995399,Stationary,P21,EBIRD,5,NA,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,"Visual, 12 m",NCOS-01,2022-06-15T16:01:08Z,2022-06-15T15:55:44Z,2022-06-17T15:24:53Z
S112995399,URN:CornellLabOfOrnithology:EBIRD:OBS1459919731,2022-06-15 12:47:45.126359,23861,species,avibase-F5C181CA,Cliff Swallow,Petrochelidon pyrrhonota,NA,50,F ,C1,F ,NA,United States,US,California,US-CA,Santa Barbara,US-CA-083,NA,32,NA,NA,"93117, Goleta US-CA (34.4209,-119.8824)",L19654028,P,34.42089,-119.88239999999999,2022-06-15,09:01:00,obsr2357337,S112995399,Stationary,P21,EBIRD,5,NA,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,"Visual, 20 m and distant",NCOS-01,2022-06-15T16:01:08Z,2022-06-15T15:55:44Z,2022-06-17T15:24:53Z
S112995399,URN:CornellLabOfOrnithology:EBIRD:OBS1459919728,2022-06-15 12:47:45.126359,16688,species,avibase-B182DED2,Black Phoebe,Sayornis nigricans,NA,1,NA,NA,NA,NA,United States,US,California,US-CA,Santa Barbara,US-CA-083,NA,32,NA,NA,"93117, Goleta US-CA (34.4209,-119.8824)",L19654028,P,34.42089,-119.88239999999999,2022-06-15,09:01:00,obsr2357337,S112995399,Stationary,P21,EBIRD,5,NA,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,"Visual, 50 m",NCOS-01,2022-06-15T16:01:08Z,2022-06-15T15:55:44Z,2022-06-17T15:24:53Z
S112997885,URN:CornellLabOfOrnithology:EBIRD:OBS1459933520,2022-06-15 12:47:22.896458,33499,species,avibase-BA4C8A02,Common Yellowthroat,Geothlypis trichas,NA,1,NA,NA,NA,NA,United States,US,California,US-CA,Santa Barbara,US-CA-083,NA,32,NA,NA,"93117, Goleta US-CA (34.4212,-119.8840)",L19654640,P,34.421216,-119.883989,2022-06-15,09:39:00,obsr2357337,S112997885,Stationary,P21,EBIRD,5,NA,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,"S, distant",NCOS-02,2022-06-15T16:39:18Z,2022-06-15T16:30:36Z,2022-06-17T15:18:16Z
S112997885,URN:CornellLabOfOrnithology:EBIRD:OBS1459933524,2022-06-15 12:47:22.900525,31790,species,avibase-89431E9F,House Finch,Haemorhous mexicanus,NA,1,NA,NA,NA,NA,United States,US,California,US-CA,Santa Barbara,US-CA-083,NA,32,NA,NA,"93117, Goleta US-CA (34.4212,-119.8840)",L19654640,P,34.421216,-119.883989,2022-06-15,09:39:00,obsr2357337,S112997885,Stationary,P21,EBIRD,5,NA,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,"C, distant",NCOS-02,2022-06-15T16:39:18Z,2022-06-15T16:30:36Z,2022-06-17T15:18:16Z
S112997885,URN:CornellLabOfOrnithology:EBIRD:OBS1459933522,2022-06-15 12:47:22.898662,32748,species,avibase-A5F09E05,Song Sparrow,Melospiza melodia,NA,1,NA,NA,NA,NA,United States,US,California,US-CA,Santa Barbara,US-CA-083,NA,32,NA,NA,"93117, Goleta US-CA (34.4212,-119.8840)",L19654640,P,34.421216,-119.883989,2022-06-15,09:39:00,obsr2357337,S112997885,Stationary,P21,EBIRD,5,NA,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,"S, distant",NCOS-02,2022-06-15T16:39:18Z,2022-06-15T16:30:36Z,2022-06-17T15:18:16Z
S112997885,URN:CornellLabOfOrnithology:EBIRD:OBS1459933521,2022-06-15 12:47:22.897689,23861,species,avibase-F5C181CA,Cliff Swallow,Petrochelidon pyrrhonota,NA,30,F ,C1,F ,NA,United States,US,California,US-CA,Santa Barbara,US-CA-083,NA,32,NA,NA,"93117, Goleta US-CA (34.4212,-119.8840)",L19654640,P,34.421216,-119.883989,2022-06-15,09:39:00,obsr2357337,S112997885,Stationary,P21,EBIRD,5,NA,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA,NCOS-02,2022-06-15T16:39:18Z,2022-06-15T16:30:36Z,2022-06-17T15:18:16Z
